City,State,Year,Linke,Gruene,SPD,FDP,CDU,AfD,Others,left_coalition,right_coalition,left_dominated,others_dominated,Air Quality Station EoI Code,Air Pollutant,Air Pollution Level,Unit Of Air Pollution Level,Air Quality Station Type,Air Quality Station Area,District,Normalized Pollution Level
Berlin,BE,2000,19.526627218934912,10.650887573964498,24.85207100591716,0.0,44.97041420118343,0.0,0.0,55.02958579881657,44.97041420118343,True,False,DEBE015,CO,0.512,mg/m3,Traffic,urban,Berlin,0.2534766118836915
Berlin,BE,2000,19.526627218934912,10.650887573964498,24.85207100591716,0.0,44.97041420118343,0.0,0.0,55.02958579881657,44.97041420118343,True,False,DEBE026,CO,0.419,mg/m3,Industrial,rural,Berlin,0.1946902654867256
Berlin,BE,2000,19.526627218934912,10.650887573964498,24.85207100591716,0.0,44.97041420118343,0.0,0.0,55.02958579881657,44.97041420118343,True,False,DEBE005,CO,0.423,mg/m3,Background,suburban,Berlin,0.1972187104930467
Berlin,BE,2000,19.526627218934912,10.650887573964498,24.85207100591716,0.0,44.97041420118343,0.0,0.0,55.02958579881657,44.97041420118343,True,False,DEBE032,CO,0.15,mg/m3,Background,rural,Berlin,0.0246523388116308
Berlin,BE,2000,19.526627218934912,10.650887573964498,24.85207100591716,0.0,44.97041420118343,0.0,0.0,55.02958579881657,44.97041420118343,True,False,DEBE014,CO,0.658,mg/m3,Traffic,urban,Berlin,0.3457648546144121
Berlin,BE,2000,19.526627218934912,10.650887573964498,24.85207100591716,0.0,44.97041420118343,0.0,0.0,55.02958579881657,44.97041420118343,True,False,DEBE034,CO,0.474,mg/m3,Background,urban,Berlin,0.2294563843236409
Berlin,BE,2000,19.526627218934912,10.650887573964498,24.85207100591716,0.0,44.97041420118343,0.0,0.0,55.02958579881657,44.97041420118343,True,False,DEBE064,CO,1.37,mg/m3,Traffic,urban,Berlin,0.7958280657395702
Berlin,BE,2000,19.526627218934912,10.650887573964498,24.85207100591716,0.0,44.97041420118343,0.0,0.0,55.02958579881657,44.97041420118343,True,False,DEBE063,CO,1.693,mg/m3,Traffic,urban,Berlin,1.0
Berlin,BE,2000,19.526627218934912,10.650887573964498,24.85207100591716,0.0,44.97041420118343,0.0,0.0,55.02958579881657,44.97041420118343,True,False,DEBE062,CO,0.227,mg/m3,Background,rural,Berlin,0.0733249051833122
Berlin,BE,2000,19.526627218934912,10.650887573964498,24.85207100591716,0.0,44.97041420118343,0.0,0.0,55.02958579881657,44.97041420118343,True,False,DEBE027,CO,0.16,mg/m3,Industrial,rural,Berlin,0.0309734513274336
Berlin,BE,2000,19.526627218934912,10.650887573964498,24.85207100591716,0.0,44.97041420118343,0.0,0.0,55.02958579881657,44.97041420118343,True,False,DEBE065,CO,0.696,mg/m3,Traffic,urban,Berlin,0.3697850821744626
Berlin,BE,2000,19.526627218934912,10.650887573964498,24.85207100591716,0.0,44.97041420118343,0.0,0.0,55.02958579881657,44.97041420118343,True,False,DEBE065,CO,0.696,mg/m3,Traffic,urban,Berlin,0.3697850821744626
Berlin,BE,2001,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE034,CO,0.349,mg/m3,Background,urban,Berlin,0.1926458832933653
Berlin,BE,2001,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE066,CO,0.288,mg/m3,Background,urban,Berlin,0.1438848920863309
Berlin,BE,2001,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE064,CO,1.241,mg/m3,Traffic,urban,Berlin,0.9056754596322942
Berlin,BE,2001,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE005,CO,0.285,mg/m3,Background,suburban,Berlin,0.1414868105515587
Berlin,BE,2001,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE027,CO,0.184,mg/m3,Industrial,rural,Berlin,0.0607513988808952
Berlin,BE,2001,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE014,CO,0.684,mg/m3,Traffic,urban,Berlin,0.4604316546762591
Berlin,BE,2001,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE015,CO,0.459,mg/m3,Traffic,urban,Berlin,0.2805755395683453
Berlin,BE,2001,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE018,CO,0.331,mg/m3,Background,urban,Berlin,0.1782573940847322
Berlin,BE,2001,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE062,CO,0.164,mg/m3,Background,rural,Berlin,0.0447641886490807
Berlin,BE,2001,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE026,CO,0.411,mg/m3,Industrial,rural,Berlin,0.2422062350119904
Berlin,BE,2001,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE032,CO,0.191,mg/m3,Background,rural,Berlin,0.0663469224620303
Berlin,BE,2001,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE010,CO,0.561,mg/m3,Background,urban,Berlin,0.3621103117505996
Berlin,BE,2001,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE063,CO,1.359,mg/m3,Traffic,urban,Berlin,1.0
Berlin,BE,2001,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE011,CO,0.279,mg/m3,Traffic,suburban,Berlin,0.1366906474820144
Berlin,BE,2001,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE044,CO,0.361,mg/m3,Traffic,urban,Berlin,0.202238209432454
Berlin,BE,2001,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE065,CO,0.7,mg/m3,Traffic,urban,Berlin,0.4732214228617106
Berlin,BE,2001,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE065,CO,0.7,mg/m3,Traffic,urban,Berlin,0.4732214228617106
Berlin,BE,2001,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE061,CO,1.23,mg/m3,Traffic,urban,Berlin,0.8968824940047961
Berlin,BE,2002,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE063,CO,1.136,mg/m3,Traffic,urban,Berlin,0.8875536480686695
Berlin,BE,2002,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE062,CO,0.102,mg/m3,Background,rural,Berlin,0.0
Berlin,BE,2002,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE027,CO,0.105,mg/m3,Industrial,rural,Berlin,0.0025751072961373
Berlin,BE,2002,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE034,CO,0.138,mg/m3,Background,urban,Berlin,0.030901287553648
Berlin,BE,2002,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE066,CO,0.133,mg/m3,Background,urban,Berlin,0.0266094420600858
Berlin,BE,2002,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE032,CO,0.107,mg/m3,Background,rural,Berlin,0.0042918454935622
Berlin,BE,2002,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE010,CO,0.176,mg/m3,Background,urban,Berlin,0.063519313304721
Berlin,BE,2002,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE014,CO,0.383,mg/m3,Traffic,urban,Berlin,0.2412017167381974
Berlin,BE,2002,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE064,CO,0.952,mg/m3,Traffic,urban,Berlin,0.7296137339055795
Berlin,BE,2002,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE065,CO,0.477,mg/m3,Traffic,urban,Berlin,0.3218884120171674
Berlin,BE,2002,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE061,CO,0.807,mg/m3,Traffic,urban,Berlin,0.6051502145922748
Berlin,BE,2002,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE065,CO,0.477,mg/m3,Traffic,urban,Berlin,0.3218884120171674
Berlin,BE,2003,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE034,CO,0.147,mg/m3,Background,urban,Berlin,0.0379188712522045
Berlin,BE,2003,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE068,CO,0.127,mg/m3,Background,urban,Berlin,0.0202821869488536
Berlin,BE,2003,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE063,CO,1.165,mg/m3,Traffic,urban,Berlin,0.935626102292769
Berlin,BE,2003,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE027,CO,0.106,mg/m3,Industrial,rural,Berlin,0.001763668430335
Berlin,BE,2003,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE066,CO,0.137,mg/m3,Background,urban,Berlin,0.0291005291005291
Berlin,BE,2003,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE014,CO,0.301,mg/m3,Traffic,urban,Berlin,0.173721340388007
Berlin,BE,2003,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE032,CO,0.105,mg/m3,Background,rural,Berlin,0.0008818342151675
Berlin,BE,2003,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE010,CO,0.158,mg/m3,Background,urban,Berlin,0.0476190476190476
Berlin,BE,2003,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE064,CO,0.895,mg/m3,Traffic,urban,Berlin,0.697530864197531
Berlin,BE,2003,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE062,CO,0.104,mg/m3,Background,rural,Berlin,0.0
Berlin,BE,2003,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE061,CO,0.816,mg/m3,Traffic,urban,Berlin,0.6278659611992946
Berlin,BE,2003,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE065,CO,0.455,mg/m3,Traffic,urban,Berlin,0.3095238095238096
Berlin,BE,2003,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE065,CO,0.455,mg/m3,Traffic,urban,Berlin,0.3095238095238096
Berlin,BE,2004,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE064,CO,1.113,mg/m3,Traffic,urban,Berlin,1.0
Berlin,BE,2004,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE062,CO,0.115,mg/m3,Background,rural,Berlin,0.0109018830525272
Berlin,BE,2004,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE027,CO,0.105,mg/m3,Industrial,rural,Berlin,0.0009910802775024
Berlin,BE,2004,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE034,CO,0.127,mg/m3,Background,urban,Berlin,0.0227948463825569
Berlin,BE,2004,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE014,CO,0.198,mg/m3,Traffic,urban,Berlin,0.0931615460852329
Berlin,BE,2004,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE063,CO,1.086,mg/m3,Traffic,urban,Berlin,0.9732408325074332
Berlin,BE,2004,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE068,CO,0.127,mg/m3,Background,urban,Berlin,0.0227948463825569
Berlin,BE,2004,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE066,CO,0.117,mg/m3,Background,urban,Berlin,0.0128840436075322
Berlin,BE,2004,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE010,CO,0.137,mg/m3,Background,urban,Berlin,0.0327056491575817
Berlin,BE,2004,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE032,CO,0.104,mg/m3,Background,rural,Berlin,0.0
Berlin,BE,2004,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE065,CO,0.366,mg/m3,Traffic,urban,Berlin,0.2596630327056492
Berlin,BE,2004,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE061,CO,0.731,mg/m3,Traffic,urban,Berlin,0.6214073339940536
Berlin,BE,2004,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE065,CO,0.366,mg/m3,Traffic,urban,Berlin,0.2596630327056492
Berlin,BE,2005,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE067,CO,0.161,mg/m3,Traffic,urban,Berlin,0.0672645739910313
Berlin,BE,2005,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE032,CO,0.101,mg/m3,Background,rural,Berlin,0.0
Berlin,BE,2005,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE010,CO,0.135,mg/m3,Background,urban,Berlin,0.0381165919282511
Berlin,BE,2005,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE068,CO,0.115,mg/m3,Background,urban,Berlin,0.0156950672645739
Berlin,BE,2005,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE034,CO,0.123,mg/m3,Background,urban,Berlin,0.0246636771300448
Berlin,BE,2005,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE027,CO,0.101,mg/m3,Industrial,rural,Berlin,0.0
Berlin,BE,2005,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE066,CO,0.123,mg/m3,Background,urban,Berlin,0.0246636771300448
Berlin,BE,2005,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE065,CO,0.295,mg/m3,Traffic,urban,Berlin,0.2174887892376681
Berlin,BE,2005,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE061,CO,0.654,mg/m3,Traffic,urban,Berlin,0.6199551569506727
Berlin,BE,2005,23.404255319148938,9.929078014184398,31.20567375886525,10.638297872340424,24.822695035460992,0.0,0.0,64.53900709219859,35.46099290780141,True,False,DEBE065,CO,0.295,mg/m3,Traffic,urban,Berlin,0.2174887892376681
Berlin,BE,2006,15.436241610738255,15.436241610738255,35.57046979865772,8.724832214765101,24.83221476510068,0.0,0.0,66.44295302013423,33.55704697986578,True,False,DEBE066,CO,0.145,mg/m3,Background,urban,Berlin,0.0452830188679245
Berlin,BE,2006,15.436241610738255,15.436241610738255,35.57046979865772,8.724832214765101,24.83221476510068,0.0,0.0,66.44295302013423,33.55704697986578,True,False,DEBE027,CO,0.112,mg/m3,Industrial,rural,Berlin,0.0037735849056603
Berlin,BE,2006,15.436241610738255,15.436241610738255,35.57046979865772,8.724832214765101,24.83221476510068,0.0,0.0,66.44295302013423,33.55704697986578,True,False,DEBE067,CO,0.172,mg/m3,Traffic,urban,Berlin,0.0792452830188679
Berlin,BE,2006,15.436241610738255,15.436241610738255,35.57046979865772,8.724832214765101,24.83221476510068,0.0,0.0,66.44295302013423,33.55704697986578,True,False,DEBE068,CO,0.132,mg/m3,Background,urban,Berlin,0.0289308176100629
Berlin,BE,2006,15.436241610738255,15.436241610738255,35.57046979865772,8.724832214765101,24.83221476510068,0.0,0.0,66.44295302013423,33.55704697986578,True,False,DEBE010,CO,0.142,mg/m3,Background,urban,Berlin,0.0415094339622641
Berlin,BE,2006,15.436241610738255,15.436241610738255,35.57046979865772,8.724832214765101,24.83221476510068,0.0,0.0,66.44295302013423,33.55704697986578,True,False,DEBE034,CO,0.14,mg/m3,Background,urban,Berlin,0.0389937106918239
Berlin,BE,2006,15.436241610738255,15.436241610738255,35.57046979865772,8.724832214765101,24.83221476510068,0.0,0.0,66.44295302013423,33.55704697986578,True,False,DEBE032,CO,0.109,mg/m3,Background,rural,Berlin,0.0
Berlin,BE,2006,15.436241610738255,15.436241610738255,35.57046979865772,8.724832214765101,24.83221476510068,0.0,0.0,66.44295302013423,33.55704697986578,True,False,DEBE061,CO,0.518,mg/m3,Traffic,urban,Berlin,0.5144654088050314
Berlin,BE,2006,15.436241610738255,15.436241610738255,35.57046979865772,8.724832214765101,24.83221476510068,0.0,0.0,66.44295302013423,33.55704697986578,True,False,DEBE065,CO,0.315,mg/m3,Traffic,urban,Berlin,0.2591194968553459
Berlin,BE,2006,15.436241610738255,15.436241610738255,35.57046979865772,8.724832214765101,24.83221476510068,0.0,0.0,66.44295302013423,33.55704697986578,True,False,DEBE065,CO,0.315,mg/m3,Traffic,urban,Berlin,0.2591194968553459
Berlin,BE,2007,15.436241610738255,15.436241610738255,35.57046979865772,8.724832214765101,24.83221476510068,0.0,0.0,66.44295302013423,33.55704697986578,True,False,DEBE061,CO,0.477,mg/m3,Traffic,urban,Berlin,0.4488095238095238
Berlin,BE,2007,15.436241610738255,15.436241610738255,35.57046979865772,8.724832214765101,24.83221476510068,0.0,0.0,66.44295302013423,33.55704697986578,True,False,DEBE066,CO,0.111,mg/m3,Background,urban,Berlin,0.013095238095238
Berlin,BE,2007,15.436241610738255,15.436241610738255,35.57046979865772,8.724832214765101,24.83221476510068,0.0,0.0,66.44295302013423,33.55704697986578,True,False,DEBE067,CO,0.118,mg/m3,Traffic,urban,Berlin,0.0214285714285714
Berlin,BE,2007,15.436241610738255,15.436241610738255,35.57046979865772,8.724832214765101,24.83221476510068,0.0,0.0,66.44295302013423,33.55704697986578,True,False,DEBE027,CO,0.1,mg/m3,Industrial,rural,Berlin,0.0
Berlin,BE,2007,15.436241610738255,15.436241610738255,35.57046979865772,8.724832214765101,24.83221476510068,0.0,0.0,66.44295302013423,33.55704697986578,True,False,DEBE010,CO,0.117,mg/m3,Background,urban,Berlin,0.0202380952380952
